,amp1mean,amp1std,amp1skew,amp1kurt,amp1dmean,amp1dstd,amp1dskew,amp1dkurt,amp10mean,amp10std,amp10skew,amp10kurt,amp10dmean,amp10dstd,amp10dskew,amp10dkurt,amp100mean,amp100std,amp100skew,amp100kurt,amp100dmean,amp100dstd,amp100dskew,amp100dkurt,amp1000mean,amp1000std,amp1000skew,amp1000kurt,amp1000dmean,amp1000dstd,amp1000dskew,amp1000dkurt,power1,power2,power3,power4,power5,power6,power7,power8,power9,power10
RageAgainstTheMachine\06 Know Your Enemy.mp3,-0.31319833333333336,5256.017287504719,-0.052619288588385195,4.7636955251139685,-0.0007166678611131019,2921.7070906150084,-0.1585245170641519,7.870473829926435,-0.3131983333333327,4402.282028699506,-0.04977880502819421,5.107295435084105,-0.08792979882998124,4071.165580971471,0.10781602839002742,5.474346242191742,-0.31319833333333336,1224.5894286717164,-0.258274329950776,8.209269675279685,-0.19196532755458717,2237.0792003819515,0.08635613612598038,8.592917095516459,-0.3131983333333337,123.62171379151937,-0.08266979301160227,5.0843648549955205,-0.23871285475792994,218.0567400065516,-0.10584022767551134,4.785706927626074,0.3490812369461802,0.13670718778063295,0.08840013103733334,0.08331379589671833,0.0831475633066491,0.07072675918265105,0.06146159806058439,0.047865347234984736,0.042369732290970255,0.03692664826329534
RageAgainstTheMachine\02 Killing In the Name.mp3,-1.6224366666666667,6288.3463055066595,0.021470031092082374,4.420493206089576,0.016575027625046042,4210.3016915035305,0.07919342526486375,6.830361131200825,-1.6224366666666665,5009.226939223184,-0.008011971333928381,4.911369711500088,-0.0034350572509568565,4847.4360721829635,0.09172464600304568,4.9850915203715545,-1.6224366666666656,1560.6056261538326,0.2804325882910552,8.24176393241522,0.005290881813636138,2865.114666291167,-0.07168834450928194,9.10562756898323,-1.6224366666666663,142.0363478497294,0.023096472982308842,4.820552991120939,-0.15019699499165137,246.38194267593124,-0.0889919909205657,4.53853563050381,0.31456453619182606,0.13613380114691845,0.08692645380309738,0.07421212912105771,0.08758828439270068,0.08115393905603044,0.0674657481156526,0.056498655258802676,0.04874872332884917,0.04670772958506473
RageAgainstTheMachine\10 Freedom.mp3,-0.7897166666666666,5836.155449001302,0.05989011494888707,4.836236399371355,-0.006906678177796963,2814.6740329995855,-0.04418976864207039,8.931948751446464,-0.7897166666666675,5262.341435313554,0.09163902527219346,5.503057948598663,-0.07370956182603111,3846.173257331272,0.02576919293122401,5.045302379585617,-0.7897166666666698,2397.8534856924402,0.006115381010103658,7.0990817146907075,-0.9550975162527123,4573.578562883106,-0.02268238489703826,7.426964280891252,-0.7897166666666666,206.16071811774194,-0.1014667826083026,4.563604774434951,-0.6876811352253723,360.6740002832022,-0.12926114238794884,4.569906889285322,0.3861559774185992,0.10657261848571753,0.07863556564543621,0.0630983268179132,0.07769212117881695,0.07544961106368583,0.06258699749671147,0.061425805995864356,0.04588375168829348,0.04249922420896197
RageAgainstTheMachine\05 Bullet In the Head.mp3,-0.32936333333333334,6580.940075758919,0.06783631517287163,4.461058719258676,-0.003576672627787713,3569.712498510594,0.17524454471151424,7.447970321940792,-0.3293633333333386,5463.576615516475,0.10330155682877595,4.86906324478206,-0.08479474657911082,4719.877424512633,0.2583262353621441,6.298337912694502,-0.32936333333332873,1948.1119420395296,-0.06912780965439451,6.514236704797163,-0.16645940990166114,3634.0073752994076,-0.03296399811064409,6.506113310639978,-0.32936333333333295,160.92100301065318,0.14177664179833732,4.850796626428319,-0.024667779632723687,276.58064929071764,-0.0852521960114245,5.358991599085958,0.3216099537204633,0.1417870782403008,0.12230426242315666,0.09964369393143241,0.07902868694422,0.06073809035438031,0.053700708752562554,0.04310676843552691,0.03562048737223794,0.04246026982571941
BeastieBoys\04 No Sleep Till Brooklyn.mp3,2.3248966666666666,6480.919607629679,-0.08930573954457502,8.034273349830585,0.017668362780604633,3565.4531159726907,-0.0022737442058723676,4.956617109174529,2.324896666666662,5848.281866582938,-0.11389598734934914,10.51786609445319,0.11842530708845302,3406.373706944606,0.012216650648384907,6.613579276046303,2.324896666666674,2284.785371826142,0.11701908718684838,14.055134979749955,-0.11553092182030394,4131.402000867697,-0.042801537474752176,14.200215174341999,2.324896666666666,207.90594408439276,0.3641433590645077,8.214860766093285,-0.44636560934891606,365.5770544646595,-0.11892124630411005,7.927208843965868,0.278581467168407,0.11910463734735799,0.06436526880824293,0.09143160708503355,0.07293099393463215,0.0824155946801585,0.08811869408959772,0.08692522935956025,0.06899246187365127,0.047134045653358596
BeastieBoys\15 Fight for Your Right.mp3,5.4239283333333335,8777.58352879404,-0.03336177455068816,4.300982477043599,-0.02896171493619156,5520.783389259016,-0.037887081819220535,6.157872349096383,5.423928333333336,7320.76981850836,-0.04217128187955108,5.433011258424888,-0.06436107268454827,5951.095624816379,-0.04375039467788208,4.547767739981578,5.4239283333333335,2856.4396426663884,0.1309228637879567,14.049780900011896,0.22870478413066067,5390.752164554041,0.01985871555846974,14.909466339568125,5.423928333333335,252.44337115306973,0.44149375508366534,6.7830905750664785,0.21952587646076888,441.5735928350384,0.23004535352211078,6.487101138731167,0.2871397746634586,0.13328824144627727,0.08034362963953061,0.08211383970809084,0.08382547617618413,0.08396764366959249,0.07767519315318937,0.0679542085481156,0.057770791572275965,0.04592120142328518
BeastieBoys\03 Ch-Check It Out.mp3,-2.7556433333333334,8452.813092197755,0.03231261377622147,4.793459633047329,0.0019983366638944397,4146.690780729262,-0.17648779418575913,7.324649036094339,-2.7556433333333312,7581.77714378255,0.03467688698125293,5.247106426908002,-0.01624693744895453,4662.340915146868,-0.09818290509064445,5.754634347944414,-2.755643333333348,4459.5859799760465,-0.05541966032274827,5.154720973148761,0.009786631105210204,8580.282717917655,0.028136285085556878,5.20777824626887,-2.7556433333333343,436.41664347157916,-0.20273578529777714,4.577607329308404,-0.12909515859766652,743.5528024743221,0.2126471666893684,3.9558576860096313,0.29894333690982,0.14202381066939265,0.10061631368512257,0.08588673377193362,0.07543802243612163,0.08185443706106839,0.06735727360311752,0.05963239273116987,0.04542315597185951,0.042824523160394555
BeastieBoys\09 Shake Your Rump.mp3,-214.87632833333333,8498.729181529454,-0.1504073177684608,5.416089290200815,0.0026583377638962733,3621.9732794185534,0.1057711239139935,7.688138528876496,-214.8763283333334,7579.869388715821,-0.2163448706168826,6.2788917879291075,0.019543659060981596,5214.92244944914,0.055814773540572904,7.731950620248898,-214.87632833333333,3292.5796968507034,-0.4090728907911741,6.21760074636557,0.08652608768128381,6085.845096927493,0.1076747006503265,6.090823358606706,-214.8763283333333,209.18086973119028,-0.5123205530573942,8.296484545616392,0.038497495826375495,344.60878965987064,0.16879395366170716,7.488896483346291,0.35807978243666566,0.15353309440826257,0.11214870000715378,0.08212265136951245,0.06569602427673171,0.06329624845181815,0.054665458097006465,0.043427443264153216,0.03863741865972473,0.02839317902897141
BeastieBoys\06 Pass the Mic.mp3,-19.456295,10438.172430043323,0.012986443466028593,3.17225280692865,-0.004078340130566884,3710.053364148775,-0.32070724389307753,6.260863499370217,-19.45629500000001,9390.82900805845,0.007170297729004761,3.3098193349671208,-0.09559325988766668,6825.770396841841,0.06658778825943536,3.99257079654238,-19.456294999999994,4527.399902382601,0.014317031345623172,3.858225792875769,-1.5288998166360754,8874.113055478276,0.011154344828330671,3.9154564016927265,-19.456294999999997,301.77632524563836,-0.24384863326666195,5.114142606925087,-0.7599165275459119,510.5023627424092,0.33097024703643607,5.15817537808014,0.3558305348287724,0.1826328983616445,0.10653067551559137,0.09577138444642042,0.06655414352003867,0.05747724809720053,0.04494735815244609,0.03709047843648524,0.028788477513755704,0.024376801127645367
BeastieBoys\10 Intergalactic.mp3,-22.711323333333333,11039.565296145001,0.05037334633584525,3.144021135351467,-0.025843376405627342,3974.765515107814,-0.0652546076967307,6.783174103116838,-22.711323333333333,10355.724054080227,0.05604673961124335,3.292265722461056,-0.20264004400074168,5951.4273997120445,-0.04984661728676837,6.321784127044375,-22.711323333333326,6142.510254403761,0.047387878928716216,3.2047914671470883,0.9975562593765661,11863.199517058629,-0.013341048002789282,3.2032162747826916,-22.711323333333336,461.6157240231411,0.264300458731938,3.416819077064942,0.42775792988314404,735.9290671778442,0.09497631286925957,3.6932974539329773,0.357652279627254,0.12410554701426321,0.09743511503735913,0.07809571130847845,0.07408300903852173,0.06835676686924817,0.05889089850136417,0.05328071935010505,0.044796484360410053,0.043303468892996154
BeastieBoys\07 An Open Letter to NYC.mp3,-7.95402,8962.367870600146,0.04136332678704389,4.2988504160564736,0.0014033356722261204,3017.681945193237,0.06557816766506402,8.391326971484787,-7.954019999999995,8378.508577007258,0.04655815069258984,4.71888372341427,0.036058934315577655,4692.243319524053,-0.007214257572482456,5.731557330529305,-7.954020000000001,4274.137623997364,-0.023619405127682992,5.150624044534911,0.05775795965997429,7958.021268105022,0.07740757984045686,5.342732508038824,-7.954020000000002,330.80614265214746,-0.6343061880006788,4.996212734842916,0.17825709515859378,574.8785330732119,0.033008596866672416,4.586041818170949,0.3737005851846312,0.16977570952177376,0.09412683430183216,0.06489369360658648,0.06152375140160492,0.060117859035632076,0.04789145873339342,0.04778578768474,0.03928131486163049,0.04090300566817552
BeastieBoys\08 Root Down.mp3,-55.69336166666667,8693.163844572044,-0.08599817534661233,4.600292014426044,0.039910066516777525,3805.567477384097,0.10039825684013504,11.496656812904194,-55.69336166666666,7589.439374755321,-0.13673971168124577,5.002833979658365,0.17644627410456123,7211.781263044357,0.001165516573965016,5.824296524855895,-55.693361666666675,1710.4876219258986,-0.22736781424439506,5.465872969350966,-0.6021886981163502,3043.7852148230863,0.11274182374250395,5.172924959370402,-55.69336166666667,173.3506490150552,-0.15018380620734187,5.172890727777314,-0.6491085141903149,297.61508422945354,0.26957055181437933,4.566802104110743,0.3925182216032402,0.15606534067403327,0.07888547183288404,0.08072265782421902,0.07047186135508822,0.06307263958119982,0.0544298484052842,0.04212354900324271,0.03395277608396404,0.02775763363684448
BeastieBoys\12 Body Movin' (Fatboy Slim Remix).mp3,-18.015101666666666,8246.024082273647,0.019982735455934576,3.089844016593654,-0.01671836119726866,4088.5773086094605,0.03566954907887564,4.437927468614302,-18.01510166666667,6923.7467799256965,0.009380495324657144,3.466520962666777,0.036428940482343686,6140.065868724943,0.030854656117977164,3.4199162213878,-18.015101666666663,2133.1976601675215,0.048287383624664885,4.148198016279426,-0.0535705950991872,3717.227883108654,0.03172095490010299,4.438255945585134,-18.015101666666666,216.4920302027952,-0.06872662345099072,3.1382050585540107,0.08803338898163278,375.19553505928025,-0.0899671788010888,3.2031334084507,0.35958335169649214,0.16262893847244067,0.09883282703246495,0.09639541068318334,0.07553258768132137,0.059253977296429526,0.04195797421201792,0.03740613034402706,0.03325402136209621,0.035154781219526796
BeastieBoys\05 Hey Ladies.mp3,-238.90775333333335,7906.089545486265,-0.04405279919526611,6.152156197333924,0.017168361947269912,4322.285846717199,0.09206980770184492,8.285628725821637,-238.90775333333332,6657.881547987108,-0.027415807729005554,8.519906448133122,0.004801746695776905,4808.395813075192,0.020957865152699866,10.578229727791468,-238.90775333333335,2582.5396841124216,-0.009203259963859872,12.20685074093434,0.07265210868478317,4795.668474179996,-0.056685806388031376,13.158291472094838,-238.90775333333335,230.64603478249052,0.08305278578810667,7.286381814784422,0.009612687813019442,384.2566815714518,-0.3836495667033425,7.3138864321706265,0.30775522881890166,0.15424430905680722,0.10375203522582012,0.09651040266479834,0.08299300536201826,0.0819620966317206,0.06200333388785799,0.04785900707623679,0.033764937803248324,0.029155643472590396
BeastieBoys\11 Sure Shot.mp3,-94.88854666666667,10274.693974353599,0.01894390684742628,4.345323663975347,0.008451680752801255,4204.966679542364,0.015883860697776024,6.426718663695603,-94.88854666666668,8964.07487726219,0.024845150918840195,5.397994658155624,-0.10860014333571336,7244.900158253995,-0.06674963331924552,5.852387513064971,-94.88854666666667,3753.312788547399,-0.050287269196479224,9.410838629218308,-0.10870145024170777,7081.061918679158,-0.08068917170591103,9.39788872604138,-94.88854666666666,262.9713580680435,-1.4967649821445204,13.020334699812205,0.5723689482470791,420.8502918751292,0.38613598698609625,9.00510256383239,0.3653926750162533,0.1883252508421561,0.09450152141081831,0.07820370386705536,0.05856596474383133,0.06067405811789224,0.04409027674945287,0.041396677145170875,0.03588813940742696,0.032961732699942604
BeastieBoys\01 So What'cha Want.mp3,-23.121468333333333,10584.476477543129,0.017653792926287677,4.012577918170202,-0.02613837689729483,4221.311432764168,-0.03670612716310508,6.407155847965466,-23.121468333333333,9298.78575139245,0.015579839965295699,4.760950690179246,-0.19430490508175613,7686.585023794933,-0.03869424195648715,5.013010656433776,-23.121468333333343,3383.1504987538156,0.23394174660736078,9.77463738730709,2.817032838806449,6501.873779846496,0.015878217144212465,9.91393394292677,-23.121468333333336,290.13467182721485,1.6002819532992658,15.056670098389926,-0.15211686143573247,475.9976194859524,0.09395147827798851,9.518677154533558,0.325941485341418,0.1754411086243098,0.12911610944853913,0.10210565596504152,0.07071884411952463,0.06342448325694737,0.043672000816071116,0.031012384852600917,0.031402418478659544,0.027165509096888276
Adele\12 Lovesong.mp3,-1.4755866666666666,5928.122995100332,0.16706095453768782,3.3640425329585395,0.006906678177796963,2755.672324247248,0.387094024900436,10.271640237189452,-1.475586666666666,4641.037443565212,0.06404026188059066,3.4663786261201475,-0.12342872381206493,5993.935178738093,0.007896410627078904,3.261430751664113,-1.4755866666666635,1213.4787155067406,-0.08841475167043855,3.6118464042273115,-0.010073345557594269,2263.8099123061556,-0.09156425329116653,3.5773483675022923,-1.4755866666666675,104.00019000179354,-0.1861099930335171,4.060723131699769,-0.1857863105175299,179.56534432217236,-0.1813618874253918,4.543015371503696,0.3672484278805484,0.18839509008068064,0.09492999503977964,0.09860577201972673,0.05471917348346504,0.05770776799891218,0.036719562015751224,0.03207053533584936,0.03967489709433792,0.029928779050948505
Adele\17 Rolling In The Deep.mp3,-0.23178333333333334,6874.334546172193,0.08081415303963901,3.3089576268829624,0.002336670561117602,4149.66644480821,0.355189417553526,6.11951339619998,-0.2317833333333411,4923.699604731604,-0.016526968948446717,3.728721744701106,-0.11172519541992837,5852.2432635834,-0.005733369041538685,3.456913593038816,-0.23178333333333406,1005.2358442050898,-0.06233950034980505,3.2159756440880365,-0.13329554925821344,1827.3306819708275,0.061337934977007694,3.1008319296014633,-0.2317833333333339,99.93473187392387,0.31400252798051687,3.7227016857989326,-0.01721535893155052,163.90609512988397,0.07778459564216782,3.6889766052857262,0.29002799240762184,0.18952502967712842,0.13800964519083808,0.09331115114473557,0.06751266543547316,0.061874284346410756,0.04536373558306393,0.047166041469941626,0.03886713754942816,0.028342317195358707
Adele\02 I'll Be Waiting.mp3,-5.541585,6346.771820466476,0.13525679671328406,3.5657776118439273,0.0009350015583359305,4208.967718334614,0.34297766285174586,6.930828217381823,-5.541585,4372.906670447989,-0.011279029418606474,3.442365053119595,0.031080518008627243,5303.821838762998,0.02694638903878592,3.385516883719947,-5.541585000000001,948.3055280479869,0.00636968860952493,3.3017635587095517,0.25602267044507576,1699.893699409191,0.0693742782269974,3.4362586975549245,-5.541585,88.94807435914193,0.018245000887236615,3.44750075735307,0.03466277128547509,154.560922316613,0.02159762102771123,3.3908689954635034,0.2697381979148263,0.18936518651387874,0.11090602184469299,0.11272965655331987,0.08205879133903163,0.07665602024236505,0.05009484742586189,0.045466290764661375,0.039372143977077174,0.023612843424284838
Adele\13 Chasing Pavements.mp3,-9.816738333333333,6436.320459469591,0.08754562847261896,4.019919702469259,0.017640029400049,3626.959045447306,0.29694966996085326,7.534515266776963,-9.816738333333337,4901.029887666366,0.0013349288717220567,4.668470236420707,0.2656427607126777,5495.64763411501,0.05213623539012769,3.5775149677028466,-9.816738333333335,1150.2300306966044,-0.006575087758206184,4.52453795336212,-0.22029671611935864,2115.584272080054,0.0356808224773547,4.151348776747366,-9.816738333333333,122.93866362102362,-0.17359539624523707,5.223297195109091,0.5199282136894815,209.5553768597167,0.1347304302888658,5.755948678978276,0.3131447170459823,0.18412338502890904,0.09461135834058455,0.10615093297519741,0.07310286316283332,0.07202597752157255,0.043388281688197826,0.043257890028089135,0.041774684141020944,0.028419910067612728
Adele\06 If It Hadn't Been For Love.mp3,-0.5833583333333333,5081.198562175206,0.33680658585253737,4.277547486877306,0.00955668259447099,3008.207684088282,0.6260047463253622,11.920775160786935,-0.583358333333337,3451.5654399087607,0.21782418580808352,3.6508144216682763,0.062369372822879916,4650.113530223898,0.01579249604323469,3.77946374076343,-0.5833583333333331,808.5733183705141,-0.20244104682582612,3.9638857613654435,0.0803967327887975,1490.4425107570642,-0.11614888301325524,3.9217207104884926,-0.5833583333333333,69.98140758649112,0.12735775242842012,4.410174913725818,-0.05700333889816345,123.44433831287077,-0.08937931921150068,4.65432816406576,0.2810805977943947,0.21143109203312332,0.1404275999684191,0.1060807899636296,0.060459303061412895,0.060502541702888164,0.041660737434651186,0.04017993019246766,0.036964657506022854,0.02121275034299061
Adele\11 One And Only.mp3,-5.030113333333333,6393.074507907744,0.13290772022905684,3.4627711079573333,-0.006568344280573801,3632.8765059299826,0.6481051514938183,9.24877434409045,-5.030113333333329,4880.34677064484,-0.006879453700238187,3.396754981138923,-0.03608893481557817,5162.849592343425,0.07742621583845474,3.2681424091685654,-5.030113333333336,1330.7845224146245,-0.03418879849247051,3.276221068036406,-0.34180196699449195,2354.186832475679,0.1930717555863626,3.507484271374668,-5.0301133333333325,137.31486610429508,-0.036753137047477846,3.112239853753929,-0.3048547579298839,244.66262050516565,0.0906272808733391,3.412053639201639,0.2935659008175273,0.17849276269214198,0.12220864465833826,0.11083762262433317,0.07220373489356627,0.0680602752994038,0.0437202703044503,0.039546256478032095,0.04627293372989799,0.025091598502309173
Adele\04 Turning Tables.mp3,-2.3813133333333334,5651.516939665857,0.31357119406910716,3.857712120583229,0.0014550024250040417,4233.715098487628,0.4768199503474851,8.90853235139067,-2.381313333333332,3360.0999227286593,0.021550183992800263,3.1678105170329762,0.0218820313671906,5472.128590007132,0.020532804504488775,3.343958230139391,-2.3813133333333334,305.8401311142939,0.001166690797460008,3.623966953846438,-0.007737956326053777,519.5846923024643,0.0013635148235240204,3.9156651372218465,-2.3813133333333334,39.36673320125114,-0.17216900894292334,3.00464986513824,0.19841903171953298,68.18044096868381,-0.0015356847486759102,2.9890275755047555,0.204740908039255,0.18391529565702508,0.12918970850952688,0.12658343592706245,0.0941312803665452,0.08002392414578088,0.051011007232279276,0.05634045564736914,0.0499057372109374,0.02415824726421857
Adele\08 Take It All.mp3,-1.5122516666666668,4777.066172102555,0.3929580312756272,5.080210154717164,-0.009186681977803297,3385.482353709766,0.6436089918535207,12.679651317296603,-1.5122516666666665,2766.126152944775,0.08860493908189285,4.010825856102619,-0.1157469291154849,4438.529962543023,-0.011828115551990096,4.4818721186770265,-1.512251666666667,296.14877768493324,-0.027123718024584215,4.27970074462891,-0.05756292715452681,511.1399948759198,-0.054085875615873746,4.513839057860103,-1.5122516666666668,30.333720522629548,-0.08417325906439395,4.597419125358277,-0.021749582637729803,52.65544859710467,0.0777353641858479,4.364433660656336,0.21231518075407627,0.20510875309894808,0.12949336287706623,0.13622211836256812,0.07992606624349444,0.07848343178422926,0.05298378851116749,0.043653108108945085,0.03716237467863353,0.024651815580871293
Adele\15 Make You Feel My Love.mp3,-0.3876016666666667,4103.912448068301,0.1510546693534709,4.266765906705948,-0.009671682786137977,2110.0937547924773,0.9494421687841494,26.42412464000994,-0.3876016666666645,3006.924219987946,0.041371270632977415,3.184649097380132,-0.015846930782178296,4120.267053757169,0.017138474954577782,3.4420531096748843,-0.3876016666666673,398.9888821877096,0.029650316606584987,3.6669256376643076,-0.08997166194365637,676.032254382765,-0.036165587087842996,4.171025092420595,-0.3876016666666668,48.09616011969837,0.05181770200546795,3.1823440779391166,0.024338898163606213,85.76017295270847,0.017648721046620512,3.389465367269351,0.3129415824592326,0.21412375784944565,0.12976967571500972,0.1016527966891223,0.057759973908468605,0.054204973722616075,0.0423806965218434,0.030849897169248887,0.033674042813237604,0.022642603151775194
Adele\14 I Can't Make You Love Me.mp3,-1.0572466666666667,4168.778572637651,0.3326060187752128,4.779048521613353,-0.003730006216677028,2988.7939498034225,0.6981368456550209,13.507929675504988,-1.0572466666666671,2481.573049955777,0.05607611221915009,3.7736234763751915,-0.08153802563375796,3580.8925675052947,0.030107660285199962,4.237470323701614,-1.0572466666666667,299.8707830613365,-0.02763959641375466,3.8323798449649025,0.03892148691448626,486.8525066702736,-0.016637586150027143,4.035908718952798,-1.057246666666667,37.01799865910936,-0.029448801160309755,3.6516202600608967,-0.01947746243739559,65.72839815002358,0.11308080893266077,3.7407410181937055,0.2168809070740782,0.19273522596671566,0.16040547658556267,0.11353710580157322,0.07572505856444782,0.07167014447016419,0.04388112856848486,0.056240801871823724,0.04806370767525871,0.02086044342189042
Adele\16 Someone Like You.mp3,-0.901865,4280.868806360595,0.47313365960651393,4.122471870788148,-0.006480010800018,2006.801944447454,0.6451642438306165,13.050755839565545,-0.9018650000000011,3083.820846651605,0.19180658875144488,3.293949528870975,-0.009525158752647643,4588.632365953093,-0.13895055355139949,3.530000547609778,-0.9018650000000002,313.8731516060351,0.04978321719404971,3.335655991717577,-0.04653608934822531,513.4488976192415,-0.10193185080407975,3.8127113760585516,-0.9018650000000006,38.718659792793815,-0.016329199763070963,3.4024155412627106,-0.08206010016694534,66.62697363392512,-0.14243370943446304,3.2876710698018434,0.308884232420957,0.2546172021735199,0.11406429621085905,0.09828544717104369,0.05656758995910703,0.05200271387538027,0.03353058471443368,0.03122889737116894,0.0314039214532346,0.019415114650295866
Adele\05 Set Fire To The Rain.mp3,-5.235148333333333,6577.673794543701,0.21242478371740137,3.4256982710943507,0.003940006566677611,4309.821917279112,0.4899936717173269,5.819026577341201,-5.235148333333334,4309.713056900358,0.03540429744298052,3.2005608673171237,0.2017066951115867,4577.665425677035,0.06995155360974638,3.51122483004002,-5.235148333333335,1151.6841715962519,-0.10303637802697946,2.5805665539460154,0.44668444740790053,2083.3871214772626,0.1165593074900085,2.6199275948894303,-5.235148333333333,105.76476071562304,-0.03387073933106951,2.5221605211571685,0.5067746243739566,185.88012595284277,0.06909069305004828,2.6707641575269903,0.2383557453841479,0.21155746659607255,0.1335072425912922,0.12261940610946499,0.0699727766539772,0.06694754854386016,0.045436067038564995,0.04760364194332345,0.03974664186395537,0.024253463275341357
Adele\09 Rumour Has It.mp3,-0.5972766666666667,4851.276578570557,0.2675597017115275,4.120741424732202,0.00795334658891098,2460.502570233347,0.5482742080411988,15.868780298826035,-0.5972766666666656,3740.6629858675565,0.02154606657628306,4.022337544647808,0.18100135002250076,4851.305046103821,-0.020849926826505997,3.8234693841744827,-0.5972766666666677,631.7531321979735,0.044446871378949766,6.701461962042088,-0.34517086181030276,1113.2075019563822,0.054396192282998676,6.5528607779355905,-0.5972766666666661,61.86467317282233,-0.11058152785023691,5.790863496166948,0.047375626043405984,107.88229702959352,-0.17098967081227429,5.313734838979661,0.352923855978142,0.18560512177156424,0.09224053247052552,0.08793182550089014,0.08197891091510687,0.059328228096470405,0.04307434319626627,0.03329162183590051,0.039561054778406914,0.024064505456727156
Adele\01 Hometown Glory.mp3,-0.9045533333333333,5207.218441554626,0.4437489325774823,4.225726540945646,-0.006810011350018917,3115.2371924442978,0.7710246970625031,11.602409252761085,-0.9045533333333362,3295.6369451221312,0.1243404473441063,3.2622548709907226,-0.07070117835297018,5180.010845040064,-0.049778815959110795,3.5950467161557818,-0.9045533333333333,314.28669609079407,-0.03439727159162117,3.2827622853046865,0.002200366727787328,506.8969292628189,-0.10572893052511875,3.7382597622242426,-0.9045533333333333,41.52412489060412,0.010144398712907262,3.27978425516361,0.04361602671118529,70.90962404815414,-0.06444573808201727,3.524118109293984,0.26028694464498014,0.2241171697104623,0.1211079742036191,0.11539421607946102,0.07250459773625162,0.0680125719946169,0.03722621605107476,0.035249896648543846,0.04426510539482102,0.021835307536169146
Adele\03 Don't You Remember.mp3,-4.106496666666667,6542.709570516775,0.20258373118320866,3.4513998757975637,-0.005078341797236329,4310.986815388259,0.30570021528778746,6.418510992078856,-4.106496666666665,4407.466890178695,-0.01686160626349456,3.3087718532799437,0.012041867364458727,5601.876166474041,0.034053640367674984,3.244441620336099,-4.106496666666664,982.8492648782722,0.003436525345780496,2.941565618771285,0.10435239206534062,1800.2682096083622,0.03312908407725559,2.846281984698699,-4.106496666666666,83.84218892693576,-0.12670557344527064,3.7352250085691954,0.21183305509181816,142.06555702420098,0.025608466219697274,3.7282817355840323,0.2589852041087188,0.20407861679555514,0.10961217899535623,0.11060974694039276,0.06992559364447146,0.07352595968468538,0.04127867019732282,0.06368148024351394,0.050009995818166786,0.01829255357181685
